location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,52,69,2024-03-19T22:03:22.580-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,64,75,2024-03-19T22:03:22.580-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-19T22:03:22.580-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-19T22:03:22.580-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-19T22:03:22.580-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,55,69,2024-03-19T22:03:22.580-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,83,73,2024-03-19T22:03:22.580-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,51,69,2024-03-19T21:47:19.659-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,64,75,2024-03-19T21:47:19.659-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-19T21:47:19.659-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-19T21:47:19.659-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-19T21:47:19.659-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,56,69,2024-03-19T21:47:19.659-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,83,73,2024-03-19T21:47:19.659-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,48,69,2024-03-19T21:32:33.233-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,64,75,2024-03-19T21:32:33.233-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-19T21:32:33.233-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-19T21:32:33.233-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-19T21:32:33.233-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,53,68,2024-03-19T21:32:33.233-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,83,73,2024-03-19T21:32:33.233-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,48,69,2024-03-19T21:22:04.868-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,64,75,2024-03-19T21:22:04.868-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-19T21:22:04.868-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-19T21:22:04.868-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-19T21:22:04.868-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,49,69,2024-03-19T21:22:04.868-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,83,73,2024-03-19T21:22:04.868-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,48,69,2024-03-19T21:08:21.172-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,64,75,2024-03-19T21:08:21.172-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-19T21:08:21.172-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-19T21:08:21.172-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-19T21:08:21.172-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,49,69,2024-03-19T21:08:21.172-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,83,73,2024-03-19T21:08:21.172-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,49,69,2024-03-19T20:46:07.000-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,64,75,2024-03-19T20:46:07.000-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-19T20:46:07.000-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-19T20:46:07.000-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-19T20:46:07.000-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,51,68,2024-03-19T20:46:07.000-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-19T20:46:07.000-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,51,69,2024-03-19T20:23:35.892-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,64,75,2024-03-19T20:23:35.892-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-19T20:23:35.892-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-19T20:23:35.892-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-19T20:23:35.892-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,53,67,2024-03-19T20:23:35.892-05:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,83,73,2024-03-19T20:23:35.892-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,57,69,2024-03-19T19:49:21.974-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,64,75,2024-03-19T19:49:21.974-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-19T19:49:21.974-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-19T19:49:21.974-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-19T19:49:21.974-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,71,69,2024-03-19T19:49:21.974-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-19T19:49:21.974-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,51,69,2024-03-19T19:27:08.845-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,64,75,2024-03-19T19:27:08.845-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-19T19:27:08.845-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-19T19:27:08.845-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-19T19:27:08.845-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,69,68,2024-03-19T19:27:08.845-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-19T19:27:08.845-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,51,69,2024-03-19T19:11:08.024-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,64,75,2024-03-19T19:11:08.024-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-19T19:11:08.024-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-19T19:11:08.024-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-19T19:11:08.024-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,59,67,2024-03-19T19:11:08.024-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-19T19:11:08.024-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,56,69,2024-03-19T18:47:29.929-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,64,75,2024-03-19T18:47:29.929-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-19T18:47:29.929-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-19T18:47:29.929-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-19T18:47:29.929-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,70,68,2024-03-19T18:47:29.929-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-19T18:47:29.929-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,49,69,2024-03-19T18:32:35.291-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,64,75,2024-03-19T18:32:35.291-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
