location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,59,70,2024-03-17T14:17:22.313-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,64,75,2024-03-17T14:17:22.313-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-17T14:17:22.313-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-17T14:17:22.313-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-17T14:17:22.313-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,59,70,2024-03-17T14:17:22.313-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,83,73,2024-03-17T14:17:22.313-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,58,69,2024-03-17T14:03:07.720-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,64,75,2024-03-17T14:03:07.720-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-17T14:03:07.720-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-17T14:03:07.720-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-17T14:03:07.720-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,61,70,2024-03-17T14:03:07.720-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,83,73,2024-03-17T14:03:07.720-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,56,69,2024-03-17T13:47:29.170-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,64,75,2024-03-17T13:47:29.170-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-17T13:47:29.170-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-17T13:47:29.170-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-17T13:47:29.170-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,58,70,2024-03-17T13:47:29.170-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,83,73,2024-03-17T13:47:29.170-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,55,69,2024-03-17T13:32:32.238-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,64,75,2024-03-17T13:32:32.238-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-17T13:32:32.238-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-17T13:32:32.238-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-17T13:32:32.238-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,53,69,2024-03-17T13:32:32.238-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,83,73,2024-03-17T13:32:32.238-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,69,2024-03-17T13:21:01.570-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,64,75,2024-03-17T13:21:01.570-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-17T13:21:01.570-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-17T13:21:01.570-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-17T13:21:01.570-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,51,69,2024-03-17T13:21:01.570-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,83,73,2024-03-17T13:21:01.570-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
