location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,62,70,2024-03-31T20:38:37.332-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,53,70,2024-03-31T20:38:37.332-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Lockers,63,70,2024-03-31T19:30:20.314-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,51,70,2024-03-31T19:30:20.314-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Lockers,64,70,2024-03-31T18:47:21.862-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,50,70,2024-03-31T18:47:21.862-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Lockers,64,70,2024-03-31T18:18:52.745-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,52,69,2024-03-31T18:18:52.745-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Lockers,65,70,2024-03-31T17:47:33.953-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,57,71,2024-03-31T17:47:33.953-05:00,ONLINE,OFF,,COOL,OFF,COOLING,70,
West 5th,Lockers,65,70,2024-03-31T17:20:16.963-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,51,70,2024-03-31T17:20:16.963-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Lockers,66,69,2024-03-31T16:47:18.271-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,54,70,2024-03-31T16:47:18.271-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Lockers,67,69,2024-03-31T16:17:51.260-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,57,70,2024-03-31T16:17:51.260-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Lockers,68,69,2024-03-31T15:47:29.483-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,53,71,2024-03-31T15:47:29.483-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Lockers,68,69,2024-03-31T15:21:11.093-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,55,69,2024-03-31T15:21:11.093-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Lockers,68,69,2024-03-31T14:47:29.280-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,53,70,2024-03-31T14:47:29.280-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Lockers,65,68,2024-03-31T14:17:54.822-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,57,71,2024-03-31T14:17:54.822-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Lockers,63,68,2024-03-31T13:47:24.771-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
