location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,57,71,2024-02-27T23:47:30.819-06:00,OFFLINE,OFF,,COOL,OFF,OFF,73,
East Austin,CB Lobby,62,73,2024-02-27T23:47:30.819-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,63,73,2024-02-27T23:47:30.819-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,66,71,2024-02-27T23:47:30.819-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,69,72,2024-02-27T23:47:30.819-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,57,71,2024-02-27T23:47:30.819-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,82,73,2024-02-27T23:47:30.819-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,57,71,2024-02-27T23:32:30.666-06:00,OFFLINE,OFF,,COOL,OFF,OFF,73,
East Austin,CB Lobby,62,73,2024-02-27T23:32:30.666-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,63,73,2024-02-27T23:32:30.666-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,66,71,2024-02-27T23:32:30.666-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,69,72,2024-02-27T23:32:30.666-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,57,71,2024-02-27T23:32:30.666-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,82,73,2024-02-27T23:32:30.666-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,57,71,2024-02-27T23:20:41.621-06:00,OFFLINE,OFF,,COOL,OFF,OFF,73,
East Austin,CB Lobby,64,73,2024-02-27T23:20:41.621-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,63,73,2024-02-27T23:20:41.621-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,66,71,2024-02-27T23:20:41.621-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,69,72,2024-02-27T23:20:41.621-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,58,71,2024-02-27T23:20:41.621-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,81,73,2024-02-27T23:20:41.621-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,57,71,2024-02-27T23:03:45.658-06:00,OFFLINE,OFF,,COOL,OFF,OFF,73,
East Austin,CB Lobby,64,73,2024-02-27T23:03:45.658-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,63,73,2024-02-27T23:03:45.658-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,68,71,2024-02-27T23:03:45.658-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,66,72,2024-02-27T23:03:45.658-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,59,71,2024-02-27T23:03:45.658-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,82,73,2024-02-27T23:03:45.658-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
