location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,57,71,2024-02-26T23:47:25.922-06:00,OFFLINE,OFF,,COOL,OFF,OFF,73,
East Austin,CB Lobby,61,71,2024-02-26T23:47:25.922-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,61,72,2024-02-26T23:47:25.922-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,CB Theater,68,69,2024-02-26T23:47:25.922-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,68,70,2024-02-26T23:47:25.922-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,64,70,2024-02-26T23:47:25.922-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,84,71,2024-02-26T23:47:25.922-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,57,71,2024-02-26T23:32:26.361-06:00,OFFLINE,OFF,,COOL,OFF,OFF,73,
East Austin,CB Lobby,61,71,2024-02-26T23:32:26.361-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,61,71,2024-02-26T23:32:26.361-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,CB Theater,66,69,2024-02-26T23:32:26.361-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,68,70,2024-02-26T23:32:26.361-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,64,70,2024-02-26T23:32:26.361-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,85,70,2024-02-26T23:32:26.361-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,57,71,2024-02-26T23:20:33.624-06:00,OFFLINE,OFF,,COOL,OFF,OFF,73,
East Austin,CB Lobby,61,70,2024-02-26T23:20:33.624-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,61,71,2024-02-26T23:20:33.624-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,CB Theater,66,68,2024-02-26T23:20:33.624-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,70,70,2024-02-26T23:20:33.624-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,64,70,2024-02-26T23:20:33.624-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,83,71,2024-02-26T23:20:33.624-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,57,71,2024-02-26T23:03:20.888-06:00,OFFLINE,OFF,,COOL,OFF,OFF,73,
East Austin,CB Lobby,61,70,2024-02-26T23:03:20.888-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,58,71,2024-02-26T23:03:20.888-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,CB Theater,66,68,2024-02-26T23:03:20.888-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,65,70,2024-02-26T23:03:20.888-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,64,69,2024-02-26T23:03:20.888-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,86,70,2024-02-26T23:03:20.888-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,57,71,2024-02-26T22:47:35.579-06:00,OFFLINE,OFF,,COOL,OFF,OFF,73,
East Austin,CB Lobby,59,69,2024-02-26T22:47:35.579-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,58,71,2024-02-26T22:47:35.579-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,CB Theater,68,67,2024-02-26T22:47:35.579-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,67,69,2024-02-26T22:47:35.579-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,61,69,2024-02-26T22:47:35.579-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,82,71,2024-02-26T22:47:35.579-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,57,71,2024-02-26T22:32:30.120-06:00,OFFLINE,OFF,,COOL,OFF,OFF,73,
East Austin,CB Lobby,59,69,2024-02-26T22:32:30.120-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,58,71,2024-02-26T22:32:30.120-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,CB Theater,63,67,2024-02-26T22:32:30.120-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,67,69,2024-02-26T22:32:30.120-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,61,69,2024-02-26T22:32:30.120-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,84,70,2024-02-26T22:32:30.120-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,57,71,2024-02-26T22:21:33.641-06:00,OFFLINE,OFF,,COOL,OFF,OFF,73,
East Austin,CB Lobby,61,68,2024-02-26T22:21:33.641-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
