location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,52,67,2024-03-01T12:47:27.691-06:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,49,70,2024-03-01T12:47:27.691-06:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,AKT Lobby,47,71,2024-03-01T12:47:27.691-06:00,ONLINE,OFF,,COOL,OFF,COOLING,70,
East Austin,CB Theater,57,67,2024-03-01T12:47:27.691-06:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,Bathrooms,51,70,2024-03-01T12:47:27.691-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,51,67,2024-03-01T12:47:27.691-06:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,51,66,2024-03-01T12:47:27.691-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,53,67,2024-03-01T12:32:55.136-06:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,49,71,2024-03-01T12:32:55.136-06:00,ONLINE,OFF,,COOL,OFF,COOLING,70,
East Austin,AKT Lobby,47,70,2024-03-01T12:32:55.136-06:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Theater,57,67,2024-03-01T12:32:55.136-06:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,Bathrooms,51,70,2024-03-01T12:32:55.136-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,51,67,2024-03-01T12:32:55.136-06:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,53,68,2024-03-01T12:32:55.136-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,52,67,2024-03-01T12:22:43.723-06:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,49,71,2024-03-01T12:22:43.723-06:00,ONLINE,OFF,,COOL,OFF,OFF,71,
