location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,56,70,2024-03-13T19:27:16.653-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,61,77,2024-03-13T19:27:16.653-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,63,76,2024-03-13T19:27:16.653-05:00,ONLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,67,77,2024-03-13T19:27:16.653-05:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-13T19:27:16.653-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,61,67,2024-03-13T19:27:16.653-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,77,76,2024-03-13T19:27:16.653-05:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,57,69,2024-03-13T19:11:22.222-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,61,77,2024-03-13T19:11:22.222-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,63,76,2024-03-13T19:11:22.222-05:00,ONLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,67,77,2024-03-13T19:11:22.222-05:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-13T19:11:22.222-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,57,67,2024-03-13T19:11:22.222-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,77,75,2024-03-13T19:11:22.222-05:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,62,70,2024-03-13T18:47:23.606-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,61,78,2024-03-13T18:47:23.606-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,63,76,2024-03-13T18:47:23.606-05:00,ONLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,65,77,2024-03-13T18:47:23.606-05:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-13T18:47:23.606-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,59,66,2024-03-13T18:47:23.606-05:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,77,76,2024-03-13T18:47:23.606-05:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,58,71,2024-03-13T18:32:36.414-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,61,78,2024-03-13T18:32:36.414-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,63,76,2024-03-13T18:32:36.414-05:00,ONLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,65,77,2024-03-13T18:32:36.414-05:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-13T18:32:36.414-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,67,68,2024-03-13T18:32:36.414-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,77,76,2024-03-13T18:32:36.414-05:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,70,2024-03-13T18:19:29.891-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,61,77,2024-03-13T18:19:29.891-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,63,76,2024-03-13T18:19:29.891-05:00,ONLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,65,77,2024-03-13T18:19:29.891-05:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-13T18:19:29.891-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,68,68,2024-03-13T18:19:29.891-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,77,76,2024-03-13T18:19:29.891-05:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,70,2024-03-13T18:03:23.321-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,61,77,2024-03-13T18:03:23.321-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,63,76,2024-03-13T18:03:23.321-05:00,ONLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,67,76,2024-03-13T18:03:23.321-05:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-13T18:03:23.321-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,64,68,2024-03-13T18:03:23.321-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,77,76,2024-03-13T18:03:23.321-05:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,55,69,2024-03-13T17:48:47.875-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,61,77,2024-03-13T17:48:47.875-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,63,76,2024-03-13T17:48:47.875-05:00,ONLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,67,76,2024-03-13T17:48:47.875-05:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-13T17:48:47.875-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
