location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,51,67,2024-02-29T23:47:17.494-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,47,68,2024-02-29T23:47:17.494-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,46,69,2024-02-29T23:47:17.494-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,53,66,2024-02-29T23:47:17.494-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,47,70,2024-02-29T23:47:17.494-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,50,69,2024-02-29T23:47:17.494-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,46,67,2024-02-29T23:47:17.494-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,51,67,2024-02-29T23:32:50.239-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,49,68,2024-02-29T23:32:50.239-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,46,69,2024-02-29T23:32:50.239-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,53,66,2024-02-29T23:32:50.239-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,47,70,2024-02-29T23:32:50.239-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,51,69,2024-02-29T23:32:50.239-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,46,66,2024-02-29T23:32:50.239-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,51,67,2024-02-29T23:20:31.346-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,46,68,2024-02-29T23:20:31.346-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,46,69,2024-02-29T23:20:31.346-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,53,66,2024-02-29T23:20:31.346-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,47,70,2024-02-29T23:20:31.346-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,51,69,2024-02-29T23:20:31.346-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,46,67,2024-02-29T23:20:31.346-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,50,67,2024-02-29T23:03:58.540-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,46,68,2024-02-29T23:03:58.540-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,43,69,2024-02-29T23:03:58.540-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,53,66,2024-02-29T23:03:58.540-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,47,70,2024-02-29T23:03:58.540-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,51,69,2024-02-29T23:03:58.540-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,46,66,2024-02-29T23:03:58.540-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,50,67,2024-02-29T22:47:36.984-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,46,68,2024-02-29T22:47:36.984-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,43,70,2024-02-29T22:47:36.984-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,53,66,2024-02-29T22:47:36.984-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,47,70,2024-02-29T22:47:36.984-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,49,69,2024-02-29T22:47:36.984-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,46,67,2024-02-29T22:47:36.984-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,50,67,2024-02-29T22:33:00.711-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,49,69,2024-02-29T22:33:00.711-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,43,69,2024-02-29T22:33:00.711-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,54,66,2024-02-29T22:33:00.711-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,47,70,2024-02-29T22:33:00.711-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,49,69,2024-02-29T22:33:00.711-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,46,67,2024-02-29T22:33:00.711-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,50,67,2024-02-29T22:22:05.127-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,49,69,2024-02-29T22:22:05.127-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,43,69,2024-02-29T22:22:05.127-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,54,66,2024-02-29T22:22:05.127-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,47,70,2024-02-29T22:22:05.127-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,49,69,2024-02-29T22:22:05.127-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,46,67,2024-02-29T22:22:05.127-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,50,67,2024-02-29T22:04:29.285-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,47,69,2024-02-29T22:04:29.285-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,43,69,2024-02-29T22:04:29.285-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,50,66,2024-02-29T22:04:29.285-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,47,70,2024-02-29T22:04:29.285-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,49,68,2024-02-29T22:04:29.285-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,46,66,2024-02-29T22:04:29.285-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,50,67,2024-02-29T21:47:26.399-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,47,69,2024-02-29T21:47:26.399-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,43,70,2024-02-29T21:47:26.399-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,53,66,2024-02-29T21:47:26.399-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,47,70,2024-02-29T21:47:26.399-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
