location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,59,70,2024-02-20T23:47:31.093-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,56,71,2024-02-20T23:47:31.093-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,53,71,2024-02-20T23:47:31.093-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,58,70,2024-02-20T23:47:31.093-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,56,70,2024-02-20T23:47:31.093-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,57,71,2024-02-20T23:47:31.093-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,61,71,2024-02-20T23:47:31.093-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,59,70,2024-02-20T23:32:28.507-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,56,71,2024-02-20T23:32:28.507-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,53,71,2024-02-20T23:32:28.507-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,58,70,2024-02-20T23:32:28.507-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,56,70,2024-02-20T23:32:28.507-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,58,71,2024-02-20T23:32:28.507-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,60,71,2024-02-20T23:32:28.507-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,60,70,2024-02-20T23:20:36.352-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,56,71,2024-02-20T23:20:36.352-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,53,71,2024-02-20T23:20:36.352-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,58,70,2024-02-20T23:20:36.352-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,56,70,2024-02-20T23:20:36.352-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,58,71,2024-02-20T23:20:36.352-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,60,71,2024-02-20T23:20:36.352-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,60,70,2024-02-20T23:03:35.348-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,54,71,2024-02-20T23:03:35.348-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,53,71,2024-02-20T23:03:35.348-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,58,70,2024-02-20T23:03:35.348-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,56,70,2024-02-20T23:03:35.348-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,58,71,2024-02-20T23:03:35.348-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,59,71,2024-02-20T23:03:35.348-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,60,70,2024-02-20T22:47:24.112-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,54,71,2024-02-20T22:47:24.112-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,53,71,2024-02-20T22:47:24.112-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,58,69,2024-02-20T22:47:24.112-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,56,70,2024-02-20T22:47:24.112-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,59,71,2024-02-20T22:47:24.112-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,58,71,2024-02-20T22:47:24.112-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,61,70,2024-02-20T22:32:30.357-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,54,71,2024-02-20T22:32:30.357-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,53,71,2024-02-20T22:32:30.357-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,58,69,2024-02-20T22:32:30.357-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,56,70,2024-02-20T22:32:30.357-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,59,71,2024-02-20T22:32:30.357-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,57,72,2024-02-20T22:32:30.357-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,61,69,2024-02-20T22:21:31.546-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,54,70,2024-02-20T22:21:31.546-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,53,71,2024-02-20T22:21:31.546-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,58,69,2024-02-20T22:21:31.546-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,56,70,2024-02-20T22:21:31.546-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,59,71,2024-02-20T22:21:31.546-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,57,72,2024-02-20T22:21:31.546-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,61,69,2024-02-20T22:03:35.190-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,54,70,2024-02-20T22:03:35.190-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,51,71,2024-02-20T22:03:35.190-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,55,69,2024-02-20T22:03:35.190-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,54,70,2024-02-20T22:03:35.190-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,60,71,2024-02-20T22:03:35.190-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,57,72,2024-02-20T22:03:35.190-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,62,69,2024-02-20T21:47:41.630-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,51,70,2024-02-20T21:47:41.630-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,51,71,2024-02-20T21:47:41.630-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,55,69,2024-02-20T21:47:41.630-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,54,70,2024-02-20T21:47:41.630-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,61,71,2024-02-20T21:47:41.630-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,56,72,2024-02-20T21:47:41.630-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,62,69,2024-02-20T21:32:43.771-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,51,70,2024-02-20T21:32:43.771-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,51,71,2024-02-20T21:32:43.771-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,55,68,2024-02-20T21:32:43.771-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,54,70,2024-02-20T21:32:43.771-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,61,70,2024-02-20T21:32:43.771-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,55,72,2024-02-20T21:32:43.771-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,62,69,2024-02-20T21:19:55.850-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,52,70,2024-02-20T21:19:55.850-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,51,71,2024-02-20T21:19:55.850-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,55,68,2024-02-20T21:19:55.850-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,54,70,2024-02-20T21:19:55.850-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,61,70,2024-02-20T21:19:55.850-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,55,72,2024-02-20T21:19:55.850-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,62,69,2024-02-20T21:03:31.536-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,52,70,2024-02-20T21:03:31.536-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,51,71,2024-02-20T21:03:31.536-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,52,67,2024-02-20T21:03:31.536-06:00,ONLINE,OFF,,COOL,OFF,OFF,69,
East Austin,Bathrooms,54,70,2024-02-20T21:03:31.536-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,60,71,2024-02-20T21:03:31.536-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,54,72,2024-02-20T21:03:31.536-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,62,69,2024-02-20T20:47:14.131-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,CB Lobby,51,70,2024-02-20T20:47:14.131-06:00,ONLINE,OFF,,COOL,OFF,OFF,73,
East Austin,AKT Lobby,51,71,2024-02-20T20:47:14.131-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Theater,56,69,2024-02-20T20:47:14.131-06:00,ONLINE,OFF,,COOL,OFF,OFF,69,
East Austin,Bathrooms,54,70,2024-02-20T20:47:14.131-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,61,70,2024-02-20T20:47:14.131-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,54,72,2024-02-20T20:47:14.131-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,60,69,2024-02-20T20:32:53.208-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,CB Lobby,52,70,2024-02-20T20:32:53.208-06:00,ONLINE,OFF,,COOL,OFF,OFF,73,
East Austin,AKT Lobby,51,71,2024-02-20T20:32:53.208-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Theater,54,68,2024-02-20T20:32:53.208-06:00,ONLINE,OFF,,COOL,OFF,OFF,69,
East Austin,Bathrooms,54,70,2024-02-20T20:32:53.208-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,59,70,2024-02-20T20:32:53.208-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,54,73,2024-02-20T20:32:53.208-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,60,69,2024-02-20T20:22:03.571-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,CB Lobby,52,70,2024-02-20T20:22:03.571-06:00,ONLINE,OFF,,COOL,OFF,OFF,73,
East Austin,AKT Lobby,51,71,2024-02-20T20:22:03.571-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Theater,54,68,2024-02-20T20:22:03.571-06:00,ONLINE,OFF,,COOL,OFF,OFF,69,
East Austin,Bathrooms,55,70,2024-02-20T20:22:03.571-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,58,70,2024-02-20T20:22:03.571-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,54,73,2024-02-20T20:22:03.571-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,57,68,2024-02-20T20:08:24.817-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,CB Lobby,58,70,2024-02-20T20:08:24.817-06:00,ONLINE,OFF,,COOL,OFF,OFF,73,
East Austin,AKT Lobby,51,71,2024-02-20T20:08:24.817-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Theater,54,68,2024-02-20T20:08:24.817-06:00,ONLINE,OFF,,COOL,OFF,OFF,69,
East Austin,Bathrooms,55,70,2024-02-20T20:08:24.817-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,56,70,2024-02-20T20:08:24.817-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,53,73,2024-02-20T20:08:24.817-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,55,68,2024-02-20T19:46:19.864-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,CB Lobby,56,70,2024-02-20T19:46:19.864-06:00,ONLINE,OFF,,COOL,OFF,OFF,73,
East Austin,AKT Lobby,51,71,2024-02-20T19:46:19.864-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Theater,60,69,2024-02-20T19:46:19.864-06:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,Bathrooms,50,70,2024-02-20T19:46:19.864-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,53,69,2024-02-20T19:46:19.864-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,52,73,2024-02-20T19:46:19.864-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,55,68,2024-02-20T19:23:52.334-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,CB Lobby,53,69,2024-02-20T19:23:52.334-06:00,ONLINE,OFF,,COOL,OFF,OFF,73,
East Austin,AKT Lobby,47,70,2024-02-20T19:23:52.334-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Theater,67,70,2024-02-20T19:23:52.334-06:00,ONLINE,OFF,,COOL,OFF,COOLING,68,
East Austin,Bathrooms,50,70,2024-02-20T19:23:52.334-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,53,69,2024-02-20T19:23:52.334-06:00,ONLINE,OFF,,COOL,OFF,COOLING,68,
East Austin,AKT Factory,52,73,2024-02-20T19:23:52.334-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,53,68,2024-02-20T18:50:09.988-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
