location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,63,72,2024-02-25T23:47:15.783-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,54,75,2024-02-25T23:47:15.783-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,54,74,2024-02-25T23:47:15.783-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,55,74,2024-02-25T23:47:15.783-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,61,72,2024-02-25T23:47:15.783-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,63,72,2024-02-25T23:47:15.783-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,69,73,2024-02-25T23:47:15.783-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,63,72,2024-02-25T23:32:27.049-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,54,75,2024-02-25T23:32:27.049-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,54,74,2024-02-25T23:32:27.049-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,55,74,2024-02-25T23:32:27.049-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,59,73,2024-02-25T23:32:27.049-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,63,72,2024-02-25T23:32:27.049-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,69,73,2024-02-25T23:32:27.049-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,63,72,2024-02-25T23:20:41.698-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,CB Lobby,54,75,2024-02-25T23:20:41.698-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,54,74,2024-02-25T23:20:41.698-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,55,74,2024-02-25T23:20:41.698-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,59,73,2024-02-25T23:20:41.698-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,63,72,2024-02-25T23:20:41.698-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,68,73,2024-02-25T23:20:41.698-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,62,72,2024-02-25T23:03:38.641-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
