location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,50,70,2024-03-14T11:22:14.358-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,67,75,2024-03-14T11:22:14.358-05:00,ONLINE,OFF,,COOL,OFF,OFF,75,
East Austin,AKT Lobby,69,75,2024-03-14T11:22:14.358-05:00,ONLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,67,75,2024-03-14T11:22:14.358-05:00,ONLINE,OFF,,COOL,OFF,OFF,69,
East Austin,Bathrooms,72,73,2024-03-14T11:22:14.358-05:00,ONLINE,OFF,,COOL,OFF,OFF,75,
West 5th,Theater,53,68,2024-03-14T11:22:14.358-05:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,86,73,2024-03-14T11:22:14.358-05:00,ONLINE,OFF,,COOL,OFF,OFF,79,
West 5th,Lockers,50,70,2024-03-14T11:04:04.588-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,67,75,2024-03-14T11:04:04.588-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,69,75,2024-03-14T11:04:04.588-05:00,ONLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,67,75,2024-03-14T11:04:04.588-05:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,72,73,2024-03-14T11:04:04.588-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,53,67,2024-03-14T11:04:04.588-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,85,74,2024-03-14T11:04:04.588-05:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,51,69,2024-03-14T10:47:35.798-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,67,75,2024-03-14T10:47:35.798-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
