location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,53,70,2024-02-16T23:47:25.400-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,49,69,2024-02-16T23:47:25.400-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,48,70,2024-02-16T23:47:25.400-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,54,68,2024-02-16T23:47:25.400-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,50,70,2024-02-16T23:47:25.400-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,53,71,2024-02-16T23:47:25.400-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,52,68,2024-02-16T23:47:25.400-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,53,70,2024-02-16T23:32:32.148-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,51,69,2024-02-16T23:32:32.148-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,48,70,2024-02-16T23:32:32.148-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,55,67,2024-02-16T23:32:32.148-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,50,70,2024-02-16T23:32:32.148-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,53,71,2024-02-16T23:32:32.148-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,53,68,2024-02-16T23:32:32.148-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,53,70,2024-02-16T23:19:56.818-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,51,69,2024-02-16T23:19:56.818-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,48,70,2024-02-16T23:19:56.818-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,55,67,2024-02-16T23:19:56.818-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,50,70,2024-02-16T23:19:56.818-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,53,71,2024-02-16T23:19:56.818-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,54,68,2024-02-16T23:19:56.818-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,70,2024-02-16T23:03:13.139-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,51,69,2024-02-16T23:03:13.139-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,48,70,2024-02-16T23:03:13.139-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,54,67,2024-02-16T23:03:13.139-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,50,70,2024-02-16T23:03:13.139-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,53,71,2024-02-16T23:03:13.139-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,55,68,2024-02-16T23:03:13.139-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,70,2024-02-16T22:47:25.949-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,52,69,2024-02-16T22:47:25.949-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,48,70,2024-02-16T22:47:25.949-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,54,67,2024-02-16T22:47:25.949-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,50,70,2024-02-16T22:47:25.949-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,53,71,2024-02-16T22:47:25.949-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,56,68,2024-02-16T22:47:25.949-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,70,2024-02-16T22:33:26.978-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,52,69,2024-02-16T22:33:26.978-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,48,70,2024-02-16T22:33:26.978-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,57,66,2024-02-16T22:33:26.978-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,50,70,2024-02-16T22:33:26.978-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,53,71,2024-02-16T22:33:26.978-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,57,68,2024-02-16T22:33:26.978-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,70,2024-02-16T22:22:17.706-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,52,69,2024-02-16T22:22:17.706-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,48,70,2024-02-16T22:22:17.706-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,57,66,2024-02-16T22:22:17.706-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,50,70,2024-02-16T22:22:17.706-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,52,71,2024-02-16T22:22:17.706-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,58,68,2024-02-16T22:22:17.706-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,70,2024-02-16T22:04:22.475-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,50,68,2024-02-16T22:04:22.475-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,47,70,2024-02-16T22:04:22.475-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,53,66,2024-02-16T22:04:22.475-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,50,70,2024-02-16T22:04:22.475-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,52,72,2024-02-16T22:04:22.475-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,59,68,2024-02-16T22:04:22.475-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,71,2024-02-16T21:47:11.852-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,49,68,2024-02-16T21:47:11.852-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,47,70,2024-02-16T21:47:11.852-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,53,66,2024-02-16T21:47:11.852-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,50,70,2024-02-16T21:47:11.852-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,53,72,2024-02-16T21:47:11.852-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,60,68,2024-02-16T21:47:11.852-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,71,2024-02-16T21:32:54.436-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,49,68,2024-02-16T21:32:54.436-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,47,70,2024-02-16T21:32:54.436-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,55,64,2024-02-16T21:32:54.436-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,50,70,2024-02-16T21:32:54.436-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,53,71,2024-02-16T21:32:54.436-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,61,68,2024-02-16T21:32:54.436-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,71,2024-02-16T21:20:28.768-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,49,67,2024-02-16T21:20:28.768-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,47,70,2024-02-16T21:20:28.768-06:00,OFFLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,55,64,2024-02-16T21:20:28.768-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,50,70,2024-02-16T21:20:28.768-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,53,71,2024-02-16T21:20:28.768-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,62,68,2024-02-16T21:20:28.768-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,55,71,2024-02-16T21:03:30.760-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,49,67,2024-02-16T21:03:30.760-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
