location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,50,68,2024-02-21T15:18:09.281-06:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,56,72,2024-02-21T15:18:09.281-06:00,ONLINE,OFF,,HEATCOOL,OFF,OFF,86,72
East Austin,AKT Lobby,59,71,2024-02-21T15:18:09.281-06:00,ONLINE,OFF,,COOL,OFF,COOLING,70,
East Austin,CB Theater,66,69,2024-02-21T15:18:09.281-06:00,ONLINE,OFF,,COOL,OFF,COOLING,68,
East Austin,Bathrooms,62,72,2024-02-21T15:18:09.281-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,51,66,2024-02-21T15:18:09.281-06:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,67,68,2024-02-21T15:18:09.281-06:00,ONLINE,OFF,,COOL,OFF,COOLING,68,
West 5th,Lockers,50,68,2024-02-21T15:03:33.258-06:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,58,72,2024-02-21T15:03:33.258-06:00,ONLINE,OFF,,HEATCOOL,OFF,HEATING,86,72
East Austin,AKT Lobby,59,71,2024-02-21T15:03:33.258-06:00,ONLINE,OFF,,COOL,OFF,COOLING,70,
East Austin,CB Theater,58,69,2024-02-21T15:03:33.258-06:00,ONLINE,OFF,,COOL,OFF,COOLING,68,
East Austin,Bathrooms,62,71,2024-02-21T15:03:33.258-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,52,67,2024-02-21T15:03:33.258-06:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,69,67,2024-02-21T15:03:33.258-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,51,68,2024-02-21T14:47:39.716-06:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,58,72,2024-02-21T14:47:39.716-06:00,ONLINE,OFF,,HEATCOOL,OFF,HEATING,86,72
East Austin,AKT Lobby,59,71,2024-02-21T14:47:39.716-06:00,ONLINE,OFF,,COOL,OFF,COOLING,70,
East Austin,CB Theater,55,68,2024-02-21T14:47:39.716-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,62,71,2024-02-21T14:47:39.716-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,52,67,2024-02-21T14:47:39.716-06:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,72,67,2024-02-21T14:47:39.716-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,51,68,2024-02-21T14:32:57.471-06:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,58,71,2024-02-21T14:32:57.471-06:00,ONLINE,OFF,,HEATCOOL,OFF,HEATING,86,72
East Austin,AKT Lobby,59,71,2024-02-21T14:32:57.471-06:00,ONLINE,OFF,,COOL,OFF,COOLING,70,
East Austin,CB Theater,58,69,2024-02-21T14:32:57.471-06:00,ONLINE,OFF,,COOL,OFF,COOLING,68,
East Austin,Bathrooms,62,71,2024-02-21T14:32:57.471-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,51,67,2024-02-21T14:32:57.471-06:00,ONLINE,OFF,,COOL,OFF,OFF,67,
