location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,54,72,2024-02-24T23:47:26.070-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,CB Lobby,39,73,2024-02-24T23:47:26.070-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,38,73,2024-02-24T23:47:26.070-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,40,72,2024-02-24T23:47:26.070-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,41,72,2024-02-24T23:47:26.070-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,52,74,2024-02-24T23:47:26.070-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Factory,38,71,2024-02-24T23:47:26.070-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,72,2024-02-24T23:32:35.080-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,CB Lobby,39,73,2024-02-24T23:32:35.080-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,38,73,2024-02-24T23:32:35.080-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,40,72,2024-02-24T23:32:35.080-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,41,72,2024-02-24T23:32:35.080-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,53,74,2024-02-24T23:32:35.080-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Factory,38,71,2024-02-24T23:32:35.080-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,72,2024-02-24T23:20:10.315-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,CB Lobby,39,73,2024-02-24T23:20:10.315-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,38,73,2024-02-24T23:20:10.315-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,40,72,2024-02-24T23:20:10.315-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,41,72,2024-02-24T23:20:10.315-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,53,74,2024-02-24T23:20:10.315-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Factory,37,72,2024-02-24T23:20:10.315-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,72,2024-02-24T23:03:25.742-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,CB Lobby,39,73,2024-02-24T23:03:25.742-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,38,73,2024-02-24T23:03:25.742-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,40,73,2024-02-24T23:03:25.742-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,41,72,2024-02-24T23:03:25.742-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
