location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,62,70,2024-03-28T22:32:43.765-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,49,76,2024-03-28T22:32:43.765-05:00,ONLINE,OFF,,COOL,OFF,OFF,79,
West 5th,Lockers,60,71,2024-03-28T16:03:11.088-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
West 5th,Theater,51,70,2024-03-28T16:03:11.088-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
West 5th,Lockers,60,71,2024-03-28T15:47:12.774-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
West 5th,Theater,52,71,2024-03-28T15:47:12.774-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
West 5th,Lockers,62,71,2024-03-28T15:33:01.013-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
West 5th,Theater,54,71,2024-03-28T15:33:01.013-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
West 5th,Lockers,62,71,2024-03-28T15:21:03.276-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
West 5th,Theater,56,71,2024-03-28T15:21:03.276-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
West 5th,Lockers,62,71,2024-03-28T15:03:43.023-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Theater,59,73,2024-03-28T15:03:43.023-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Lockers,63,71,2024-03-28T14:47:27.490-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Theater,59,74,2024-03-28T14:47:27.490-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Lockers,63,71,2024-03-28T14:32:58.189-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Theater,60,73,2024-03-28T14:32:58.189-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Lockers,63,71,2024-03-28T14:17:19.630-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Theater,60,73,2024-03-28T14:17:19.630-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Lockers,63,71,2024-03-28T14:03:53.799-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Theater,60,73,2024-03-28T14:03:53.799-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Lockers,63,70,2024-03-28T13:47:27.686-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Theater,61,73,2024-03-28T13:47:27.686-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Lockers,63,70,2024-03-28T13:33:32.570-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Theater,61,73,2024-03-28T13:33:32.570-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Lockers,63,70,2024-03-28T13:22:06.684-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Theater,62,73,2024-03-28T13:22:06.684-05:00,ONLINE,OFF,,OFF,OFF,OFF,,
West 5th,Lockers,64,69,2024-03-28T11:33:13.276-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
West 5th,Theater,57,72,2024-03-28T11:33:13.276-05:00,ONLINE,OFF,,COOL,OFF,COOLING,70,
West 5th,Lockers,65,69,2024-03-28T11:22:10.122-05:00,ONLINE,OFF,,COOL,OFF,OFF,72,
West 5th,Theater,57,72,2024-03-28T11:22:10.122-05:00,ONLINE,OFF,,COOL,OFF,COOLING,70,
West 5th,Lockers,66,69,2024-03-28T11:03:45.525-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,59,72,2024-03-28T11:03:45.525-05:00,ONLINE,OFF,,COOL,OFF,COOLING,70,
West 5th,Lockers,66,69,2024-03-28T10:47:33.127-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,60,73,2024-03-28T10:47:33.127-05:00,ONLINE,OFF,,COOL,OFF,COOLING,70,
West 5th,Lockers,67,69,2024-03-28T10:34:44.440-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,61,73,2024-03-28T10:34:44.440-05:00,ONLINE,OFF,,COOL,OFF,OFF,75,
West 5th,Lockers,67,69,2024-03-28T10:33:04.880-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
West 5th,Theater,61,73,2024-03-28T10:33:04.880-05:00,ONLINE,OFF,,COOL,OFF,OFF,75,
West 5th,Lockers,67,69,2024-03-28T10:20:35.250-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
