location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,51,68,2024-03-18T17:32:32.877-05:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,CB Lobby,64,75,2024-03-18T17:32:32.877-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-18T17:32:32.877-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-18T17:32:32.877-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-18T17:32:32.877-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,56,65,2024-03-18T17:32:32.877-05:00,ONLINE,OFF,,COOL,OFF,OFF,65,
East Austin,AKT Factory,83,73,2024-03-18T17:32:32.877-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,51,69,2024-03-18T17:20:26.577-05:00,ONLINE,OFF,,COOL,OFF,COOLING,68,
East Austin,CB Lobby,64,75,2024-03-18T17:20:26.577-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-18T17:20:26.577-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-18T17:20:26.577-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-18T17:20:26.577-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,63,67,2024-03-18T17:20:26.577-05:00,ONLINE,OFF,,COOL,OFF,COOLING,65,
East Austin,AKT Factory,83,73,2024-03-18T17:20:26.577-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,46,68,2024-03-18T17:03:54.069-05:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,CB Lobby,64,75,2024-03-18T17:03:54.069-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-18T17:03:54.069-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-18T17:03:54.069-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-18T17:03:54.069-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,63,66,2024-03-18T17:03:54.069-05:00,ONLINE,OFF,,COOL,OFF,COOLING,65,
East Austin,AKT Factory,83,73,2024-03-18T17:03:54.069-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,45,68,2024-03-18T16:47:31.357-05:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,CB Lobby,64,75,2024-03-18T16:47:31.357-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-18T16:47:31.357-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-18T16:47:31.357-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-18T16:47:31.357-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,55,65,2024-03-18T16:47:31.357-05:00,ONLINE,OFF,,COOL,OFF,COOLING,65,
East Austin,AKT Factory,83,73,2024-03-18T16:47:31.357-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,45,68,2024-03-18T16:32:39.674-05:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,CB Lobby,64,75,2024-03-18T16:32:39.674-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-18T16:32:39.674-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
